CNatFluct,CdueGHG,CseriousDamage,CO2causesCC,HumansInsign,GMimportant,GMdamageEnv,GMtested,GMdangerous,GMsafe,VaxSafe,VaxNegSide,VaxTested,VaxRisky,VaxContribHealth,PLiberal,PRepub,PCommunismFailed,PNeverConserv,PMediaLeft,PSocialismOK,PLeft,FMUnresBest,FMLimitSocial,FMMoreImp,FMThreatEnv,FMUnsustain,CYNewWorldOrder,CYMLK,CYMoon,CYJFK,CY911,CYDiana,CYClimChange,CYAIDS,CYTobacco,Catch1,CauseHIV,CauseSmoking,CauseLead,age,gender,climate_avg,GM_food_avg,vaccines_avg,political_conservatism_avg,free_market_avg,conspiracist_avg,convenience_avg,scientific_props_avg,conspiacist_avg_quad
2,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,4,4,4,38,1,2.8,4,3.8,3.42857142857143,4,2,2,4,4
3,4,5,3,3,4,4,4,4,4,5,4,4,5,4,1,1,4,4,3,4,3,3,2,4,4,4,1,5,1,5,1,1,1,1,1,3,5,5,5,57,1,3.6,4,4.4,2.85714285714286,3.4,2.33333333333333,1,5,5.44444444444445
2,4,4,4,4,3,3,4,3,3,4,3,4,3,4,2,2,4,3,3,3,3,4,3,3,3,3,2,2,1,2,2,2,2,1,2,3,4,4,4,47,1,3.6,3.2,3.6,2.85714285714286,3.2,1.83333333333333,1.66666666666667,4,3.36111111111111
3,4,3,4,4,2,2,3,2,2,4,4,4,4,4,4,5,4,4,3,4,3,4,3,3,3,3,1,1,1,1,1,3,2,2,1,3,4,5,4,49,2,3.6,2.2,4,3.85714285714286,3.2,1.33333333333333,1.66666666666667,4.33333333333333,1.77777777777778
1,2,4,4,1,4,4,4,2,4,5,4,4,3,5,4,5,1,5,5,5,5,5,4,3,5,5,4,3,1,5,1,1,1,2,1,3,5,5,5,32,1,2.4,3.6,4.2,4.28571428571429,4.4,2.5,1.33333333333333,5,6.25
2,4,4,3,3,3,2,2,1,2,4,2,2,4,2,4,3,4,4,4,5,4,2,2,3,3,3,2,3,2,3,1,4,3,2,2,3,4,4,4,50,2,3.2,2,2.8,4,2.6,2.5,2.33333333333333,4,6.25
3,3,3,3,3,2,2,1,1,1,3,2,2,3,3,3,3,4,3,3,4,3,4,3,3,4,3,3,3,1,3,1,3,3,3,1,3,4,4,4,61,2,3,1.4,2.6,3.28571428571429,3.4,2.33333333333333,2.33333333333333,4,5.44444444444445
1,3,4,4,1,3,2,2,2,2,4,3,2,4,4,4,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,5,5,33,2,2.6,2.2,3.4,3.28571428571429,3,3,2.66666666666667,5,9
2,2,3,2,2,4,5,4,1,3,5,4,4,5,5,4,4,5,5,5,5,5,4,4,3,4,5,1,1,1,1,1,1,2,1,2,3,5,5,5,68,1,2.2,3.4,4.6,4.71428571428571,4,1,1.66666666666667,5,1
2,4,4,3,3,3,2,4,2,2,4,3,3,3,4,4,4,4,4,4,4,3,4,2,4,3,3,4,2,2,4,2,4,2,2,2,3,4,4,4,62,2,3.2,2.6,3.4,3.85714285714286,3.2,3,2,4,9
4,4,5,4,5,4,3,2,2,4,5,5,4,5,5,1,2,4,2,2,1,2,1,1,1,2,2,2,2,1,3,2,2,1,1,1,3,5,5,3,38,1,4.4,3,4.8,2,1.4,2,1,4.33333333333333,4
1,2,2,2,2,3,3,3,3,3,5,4,2,5,4,3,5,5,2,3,4,3,4,2,5,4,3,1,4,2,3,2,2,3,3,2,3,5,4,5,42,1,1.8,3,4,3.57142857142857,3.6,2.33333333333333,2.66666666666667,4.66666666666667,5.44444444444445
3,4,4,4,4,2,3,2,2,2,5,5,4,4,4,5,4,4,5,4,3,4,4,4,3,3,3,3,2,2,3,2,2,2,1,2,3,4,4,5,60,2,3.8,2.2,4.4,4.14285714285714,3.4,2.33333333333333,1.66666666666667,4.33333333333333,5.44444444444445
1,3,3,4,2,5,3,5,3,4,5,5,5,5,5,5,5,1,5,3,5,3,5,2,5,1,5,5,1,1,4,1,5,5,1,1,3,5,5,4,70,1,2.6,4,5,3.85714285714286,3.6,2.83333333333333,2.33333333333333,4.66666666666667,8.02777777777778
2,4,4,4,4,2,3,4,2,2,3,3,4,3,3,2,2,3,3,2,3,2,3,3,3,3,3,1,3,1,2,1,1,2,2,2,3,3,5,5,26,2,3.6,2.6,3.2,2.42857142857143,3,1.5,2,4.33333333333333,2.25
2,3,3,2,2,2,2,2,2,2,3,3,2,3,3,3,3,4,3,4,4,3,3,3,3,2,2,4,3,3,3,3,3,4,2,4,3,3,1,3,50,1,2.4,2,2.8,3.42857142857143,2.6,3.16666666666667,3.33333333333333,2.33333333333333,10.0277777777778
4,4,4,2,3,2,3,4,1,3,4,4,4,3,4,4,3,4,3,3,2,3,3,2,2,3,2,3,3,3,3,3,2,2,2,2,3,4,4,4,31,2,3.4,2.6,3.8,3.14285714285714,2.4,2.83333333333333,2,4,8.02777777777778
4,5,5,5,5,2,2,1,1,1,3,2,3,3,3,1,1,3,1,1,1,1,2,1,1,1,2,2,3,1,3,3,3,1,2,2,3,4,4,5,57,1,4.8,1.4,2.8,1.28571428571429,1.4,2.5,1.66666666666667,4.33333333333333,6.25
1,2,3,2,2,4,4,3,3,3,4,2,4,4,4,3,4,5,4,2,5,4,4,2,4,4,4,1,2,2,2,2,1,3,2,1,3,4,5,5,39,1,2,3.4,3.6,3.85714285714286,3.6,1.66666666666667,2,4.66666666666667,2.77777777777778
1,3,3,4,3,4,3,5,3,4,5,5,4,4,4,3,2,3,3,3,4,3,3,3,3,3,3,2,1,1,3,4,3,3,2,4,3,5,5,5,33,2,2.8,3.8,4.4,3,3,2.33333333333333,3,5,5.44444444444445
4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,2,1,3,5,5,5,24,1,1.8,1,1,3,3.2,3,2.66666666666667,5,9
2,3,3,4,4,3,4,2,3,4,4,2,4,3,4,4,3,4,3,3,4,3,4,2,4,2,2,3,2,2,4,3,2,3,2,2,3,4,4,3,19,1,3.2,3.2,3.4,3.42857142857143,2.8,2.66666666666667,2.33333333333333,3.66666666666667,7.11111111111111
3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,4,2,3,3,3,3,3,21,1,3,2.6,3,3.28571428571429,3,3,3,3,9
3,3,3,3,3,3,3,3,2,3,4,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,3,4,4,4,45,1,3,2.8,3.6,3.71428571428571,3,2,2.33333333333333,4,4
2,3,3,4,4,3,4,3,4,3,4,1,4,4,5,2,1,3,2,3,2,4,4,4,4,5,3,2,1,2,2,3,1,2,1,1,3,5,5,4,25,1,3.2,3.4,3.6,2.42857142857143,4,1.83333333333333,1.33333333333333,4.66666666666667,3.36111111111111
4,4,4,4,4,3,2,4,3,3,5,4,4,5,5,4,2,4,4,3,3,4,2,2,2,2,3,4,3,2,4,2,3,2,2,2,3,4,4,4,58,1,4,3,4.6,3.42857142857143,2.2,3,2,4,9
5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,1,5,1,5,1,5,5,1,5,5,5,1,5,1,1,5,5,1,1,5,3,3,1,5,47,2,5,1,5,3.28571428571429,4.2,3,2.33333333333333,3,9
1,3,4,2,1,3,4,3,2,3,4,4,4,4,4,4,4,2,5,4,3,4,3,3,2,3,3,2,2,1,3,1,2,3,1,2,3,4,4,2,63,2,2.2,3,4,3.71428571428571,2.8,1.83333333333333,2,3.33333333333333,3.36111111111111
3,4,4,4,4,2,2,3,1,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,3,4,4,4,40,2,3.8,2,2.2,2.71428571428571,3,3.33333333333333,2.66666666666667,4,11.1111111111111
4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,5,5,1,5,4,5,1,3,5,5,3,1,1,1,1,1,1,1,1,3,5,5,5,47,2,4.8,4.6,5,3.85714285714286,3.8,1.33333333333333,1,5,1.77777777777778
2,3,4,2,3,3,2,4,3,3,2,2,3,2,5,3,2,4,2,3,4,3,2,3,4,2,3,4,3,4,3,3,3,3,2,4,3,4,3,4,29,1,2.8,3,2.8,3,2.8,3.33333333333333,3,3.66666666666667,11.1111111111111
2,4,5,5,2,5,2,4,1,4,5,1,5,2,4,3,4,5,1,5,2,1,3,3,3,2,2,4,4,5,5,5,5,5,4,4,3,4,4,4,32,1,3.6,3.2,3.4,3,2.6,4.66666666666667,4.33333333333333,4,21.7777777777778
5,1,1,1,5,1,1,3,1,1,1,1,1,1,1,1,4,5,2,3,5,1,1,1,4,3,4,5,5,3,4,5,4,3,4,3,3,5,3,5,32,2,2.6,1.4,1,3,2.6,4.33333333333333,3.33333333333333,4.33333333333333,18.7777777777778
4,4,5,4,5,2,2,2,1,1,5,5,4,4,5,2,1,4,3,3,2,4,2,2,2,2,3,4,2,2,4,2,4,2,4,2,3,5,5,4,49,2,4.4,1.6,4.6,2.71428571428571,2.2,3,2.66666666666667,4.66666666666667,9
4,3,4,3,5,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4,4,1,1,1,2,1,2,1,1,1,3,1,4,4,58,1,3.8,3.6,4,3.71428571428571,3.4,1.33333333333333,1,3,1.77777777777778
2,4,5,5,5,1,2,3,1,1,5,5,3,5,5,3,1,1,3,3,3,3,3,3,4,3,3,1,2,1,5,1,1,1,5,5,3,5,3,5,47,2,4.2,1.6,4.6,2.42857142857143,3.2,1.83333333333333,3.66666666666667,4.33333333333333,3.36111111111111
1,3,3,3,2,2,3,2,2,2,5,4,3,4,4,4,4,4,5,4,4,4,3,2,3,2,3,2,2,2,2,1,2,3,2,2,3,4,5,5,32,2,2.4,2.2,4,4.14285714285714,2.6,1.83333333333333,2.33333333333333,4.66666666666667,3.36111111111111
2,4,4,3,3,1,1,4,1,2,2,1,2,2,2,5,4,5,5,4,5,4,5,3,5,4,4,4,4,3,5,4,5,4,4,4,3,4,4,4,50,1,3.2,1.8,1.8,4.57142857142857,4.2,4.16666666666667,4,4,17.3611111111111
3,2,5,4,5,5,3,4,3,3,5,4,4,5,4,1,1,5,3,4,1,3,4,2,2,1,1,2,3,1,3,1,1,1,1,2,3,5,5,3,54,2,3.8,3.6,4.4,2.57142857142857,2,1.83333333333333,1.33333333333333,4.33333333333333,3.36111111111111
4,5,5,4,4,4,2,2,2,2,5,5,4,5,5,1,1,3,2,2,2,1,1,1,1,1,1,1,3,1,3,2,3,1,2,2,3,4,4,4,50,2,4.4,2.4,4.8,1.71428571428571,1,2.16666666666667,1.66666666666667,4,4.69444444444444
2,4,4,3,4,4,4,4,3,4,3,4,4,2,4,3,3,3,3,3,3,3,4,2,2,3,3,2,3,2,4,4,3,2,2,2,3,4,4,4,23,1,3.4,3.8,3.4,3,2.8,3,2,4,9
4,4,4,4,4,2,3,1,2,2,3,4,3,3,4,3,3,2,3,2,3,4,4,3,3,4,3,3,2,2,3,3,3,2,2,1,3,2,5,4,21,2,4,2,3.4,2.85714285714286,3.4,2.66666666666667,1.66666666666667,3.66666666666667,7.11111111111111
2,3,2,2,2,4,4,3,4,3,3,3,4,4,4,4,2,4,3,4,5,3,4,2,4,2,2,1,1,1,1,1,1,1,1,1,3,4,4,4,30,1,2.2,3.6,3.6,3.57142857142857,2.8,1,1,4,1
3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,1,4,4,4,3,4,3,4,4,4,2,2,2,3,1,3,2,1,2,3,4,4,4,32,2,3.2,3,3.4,3.42857142857143,3.8,2.16666666666667,1.66666666666667,4,4.69444444444444
2,3,4,4,3,4,4,5,3,3,4,1,4,3,4,2,3,2,3,4,1,3,4,3,4,2,4,3,4,2,3,5,2,4,2,3,3,5,3,2,24,1,3.2,3.8,3.2,2.57142857142857,3.4,3.16666666666667,3,3.33333333333333,10.0277777777778
2,3,3,3,2,2,2,2,2,2,5,4,3,3,5,2,1,5,2,2,3,2,3,2,3,2,2,2,3,2,3,3,2,2,2,2,3,5,4,5,54,2,2.6,2,4,2.42857142857143,2.4,2.5,2,4.66666666666667,6.25
3,4,5,5,5,4,4,4,3,3,5,5,5,5,5,2,3,4,4,3,2,3,3,2,2,3,4,2,1,1,2,1,1,1,1,1,3,5,5,5,39,1,4.4,3.6,5,3,2.8,1.33333333333333,1,5,1.77777777777778
2,3,4,3,5,4,4,4,4,3,5,4,4,4,5,2,2,5,4,3,5,2,5,2,2,4,3,5,1,1,1,1,1,3,1,1,3,3,5,5,18,2,3.4,3.8,4.4,3.28571428571429,3.2,1.66666666666667,1.66666666666667,4.33333333333333,2.77777777777778
3,3,3,3,2,3,3,3,2,3,4,4,3,4,4,2,2,4,3,3,4,2,4,2,4,3,3,3,2,2,2,2,2,3,2,2,3,2,4,4,56,2,2.8,2.8,3.8,2.85714285714286,3.2,2.16666666666667,2.33333333333333,3.33333333333333,4.69444444444444
2,3,3,4,4,2,4,3,2,3,5,4,4,3,5,4,2,4,3,3,4,4,3,3,3,3,3,4,3,2,2,2,3,3,2,2,3,4,4,4,58,2,3.2,2.8,4.2,3.42857142857143,3,2.66666666666667,2.33333333333333,4,7.11111111111111
4,5,5,5,5,3,2,4,3,4,5,5,5,5,5,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,43,1,4.8,3.2,5,1.42857142857143,1.2,1,1,5,1
3,4,4,4,5,2,2,2,1,2,5,5,5,5,5,2,3,5,2,1,4,3,4,1,1,2,2,1,1,1,1,1,1,1,1,1,3,5,4,5,21,2,4,1.8,5,2.85714285714286,2,1,1,4.66666666666667,1
4,3,4,4,3,3,2,4,3,3,4,2,4,3,4,3,2,3,3,4,1,3,3,2,4,3,4,3,4,4,4,2,4,4,3,3,3,4,4,3,29,1,3.6,3,3.4,2.71428571428571,3.2,3.5,3.33333333333333,3.66666666666667,12.25
3,4,3,5,2,3,2,2,3,5,3,1,4,4,5,2,3,5,2,2,3,1,3,4,4,3,1,4,3,3,4,5,4,3,5,4,3,5,5,5,32,1,3.4,3,3.4,2.57142857142857,3,3.83333333333333,4,5,14.6944444444444
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,67,1,3,3,3,3,3,3,3,3,9
1,2,2,2,2,2,2,3,1,2,5,5,4,5,5,4,3,4,4,5,3,4,2,2,2,2,2,2,2,3,3,4,2,3,2,2,3,5,5,5,31,2,1.8,2,4.8,3.85714285714286,2,2.66666666666667,2.33333333333333,5,7.11111111111111
3,5,5,5,5,4,4,4,1,3,5,4,4,3,4,1,4,3,4,2,2,3,4,1,4,2,2,2,1,1,1,1,1,1,1,1,3,4,5,5,30,1,4.6,3.2,4,2.71428571428571,2.6,1.16666666666667,1,4.66666666666667,1.36111111111111
4,4,4,2,4,4,3,3,1,3,4,4,3,3,4,2,2,5,4,3,2,3,4,2,2,3,3,2,2,2,2,3,2,2,2,2,3,4,4,4,24,2,3.6,2.8,3.6,3,2.8,2.16666666666667,2,4,4.69444444444444
1,3,2,3,2,2,4,3,2,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,4,1,1,4,1,2,3,5,5,2,57,1,2.2,2.8,4,5,5,2,2.33333333333333,4,4
2,2,2,2,4,5,5,3,4,4,5,5,5,5,5,2,2,4,2,3,4,3,2,2,2,2,2,2,3,2,4,5,3,2,3,2,3,5,4,5,40,2,2.4,4.2,5,2.85714285714286,2,3.16666666666667,2.33333333333333,4.66666666666667,10.0277777777778
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,2,3,3,3,3,3,3,3,3,9
1,4,3,4,3,4,4,3,3,3,5,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,2,2,1,2,2,2,3,2,2,3,2,2,3,77,2,3,3.4,4.2,3.28571428571429,4,1.83333333333333,2.33333333333333,2.33333333333333,3.36111111111111
2,2,2,3,4,2,3,2,2,2,4,4,3,3,4,2,4,2,3,3,3,3,2,3,2,2,3,4,2,2,2,2,3,2,2,2,3,4,4,4,56,2,2.6,2.2,3.6,2.85714285714286,2.4,2.5,2,4,6.25
1,1,3,3,4,5,5,5,4,4,5,4,5,5,5,2,3,5,3,3,3,3,4,4,2,2,3,2,2,2,2,2,2,2,2,4,3,2,4,5,28,1,2.4,4.6,4.8,3.14285714285714,3,2,2.66666666666667,3.66666666666667,4
2,4,3,3,2,3,4,2,2,3,4,5,3,5,4,5,4,5,5,5,3,5,2,3,2,1,2,2,3,1,4,2,4,2,2,2,3,5,5,5,43,2,2.8,2.8,4.2,4.57142857142857,2,2.66666666666667,2,5,7.11111111111111
4,4,5,5,5,3,3,4,3,3,4,4,4,4,5,1,1,4,1,2,4,1,3,3,2,4,3,1,1,1,1,1,1,1,1,1,3,5,5,5,27,2,4.6,3.2,4.2,2,3,1,1,5,1
2,4,4,3,2,4,3,3,3,3,4,2,4,2,4,5,5,5,3,3,3,3,4,2,4,2,2,3,2,3,3,3,3,3,3,3,3,4,3,4,42,1,3,3.2,3.2,3.85714285714286,2.8,2.83333333333333,3,3.66666666666667,8.02777777777778
2,3,3,3,4,3,4,3,4,3,4,3,4,2,5,3,2,4,3,3,4,3,4,3,4,3,4,2,3,2,3,3,3,2,2,2,3,3,3,4,47,2,3,3.4,3.6,3.14285714285714,3.6,2.66666666666667,2,3.33333333333333,7.11111111111111
2,5,4,3,3,5,3,5,3,3,5,5,5,5,5,1,3,3,3,2,2,3,3,1,3,2,3,1,3,1,1,2,3,1,1,1,3,5,5,4,29,2,3.4,3.8,5,2.42857142857143,2.4,1.83333333333333,1,4.66666666666667,3.36111111111111
2,4,5,4,3,4,3,4,3,3,3,3,4,5,4,2,3,2,4,3,4,2,4,4,4,4,4,3,2,1,1,1,1,1,1,1,3,4,5,4,65,2,3.6,3.4,3.8,2.85714285714286,4,1.5,1,4.33333333333333,2.25
1,5,5,5,1,3,3,4,3,2,5,5,4,5,5,1,1,5,2,5,1,1,3,2,3,2,3,3,1,1,1,3,1,1,1,1,3,5,3,5,61,2,3.4,3,4.8,2.28571428571429,2.6,1.66666666666667,1,4.33333333333333,2.77777777777778
1,2,2,2,3,4,4,4,4,4,5,5,5,3,5,5,4,5,5,5,5,5,4,4,4,4,4,1,1,1,4,1,1,4,1,1,3,5,5,4,53,1,2,4,4.6,4.85714285714286,4,1.5,2,4.66666666666667,2.25
2,3,3,3,2,2,2,4,2,3,4,4,4,4,4,3,2,2,2,4,2,2,3,2,2,2,2,4,2,2,4,4,4,4,4,4,3,4,2,2,53,2,2.6,2.6,4,2.42857142857143,2.2,3.33333333333333,4,2.66666666666667,11.1111111111111
2,4,4,3,3,2,3,3,2,2,3,3,2,3,3,3,3,4,4,4,3,3,3,3,2,2,3,1,1,2,1,1,2,2,1,2,3,5,4,5,22,1,3.2,2.4,2.8,3.42857142857143,2.6,1.33333333333333,1.66666666666667,4.66666666666667,1.77777777777778
2,4,4,2,2,4,5,4,4,4,2,1,1,2,4,4,4,5,4,5,4,4,4,4,2,3,4,4,2,1,1,1,2,2,1,1,3,4,4,4,51,2,2.8,4.2,2,4.28571428571429,3.4,1.83333333333333,1.33333333333333,4,3.36111111111111
4,5,5,5,5,4,4,5,4,2,5,1,5,1,5,4,2,5,4,2,2,4,2,2,4,2,2,2,2,1,1,1,1,1,1,4,3,2,5,2,56,1,4.8,3.8,3.4,3.28571428571429,2.4,1.33333333333333,2,3,1.77777777777778
2,4,4,4,3,3,4,4,2,2,5,4,4,5,5,2,1,5,2,4,2,3,2,2,3,2,2,5,4,1,5,1,5,2,4,5,3,5,5,5,56,2,3.4,3,4.6,2.71428571428571,2.2,3.5,3.66666666666667,5,12.25
1,2,2,2,1,4,4,5,2,4,5,4,2,2,4,4,1,5,4,4,1,3,4,2,2,2,1,4,3,1,3,3,3,2,2,1,3,5,5,5,22,2,1.6,3.8,3.4,3.14285714285714,2.2,2.83333333333333,1.66666666666667,5,8.02777777777778
2,3,3,3,3,3,4,4,3,3,4,4,3,4,4,5,5,5,5,5,5,5,4,3,3,4,4,2,1,1,3,1,1,2,1,2,3,4,4,4,70,1,2.8,3.4,3.8,5,3.6,1.5,1.66666666666667,4,2.25
2,5,4,3,2,4,2,3,3,2,5,2,4,3,2,3,3,2,4,2,2,2,2,4,3,2,1,3,3,2,2,2,4,4,3,3,3,4,4,4,55,2,3.2,2.8,3.2,2.57142857142857,2.4,2.66666666666667,3.33333333333333,4,7.11111111111111
1,3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,2,3,1,1,1,1,1,5,3,3,4,5,3,5,3,3,3,2,5,5,32,1,2.2,1.2,1,2.28571428571429,1,3.83333333333333,3.66666666666667,4,14.6944444444444
2,3,4,3,3,3,3,4,3,3,4,4,4,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,3,4,4,4,36,2,3,3.2,3.8,3,3,1.33333333333333,1.33333333333333,4,1.77777777777778
3,4,4,3,5,1,4,2,2,2,3,3,1,3,4,3,3,4,3,5,2,3,2,2,2,2,1,5,2,1,5,5,3,1,1,4,3,5,4,5,53,2,3.8,2.2,2.8,3.28571428571429,1.8,3.5,2,4.66666666666667,12.25
2,4,3,3,3,4,2,3,3,3,4,3,3,4,2,4,2,3,3,3,2,2,3,3,4,4,3,3,3,4,3,4,3,3,3,4,3,2,5,4,27,2,3,3,3.2,2.71428571428571,3.4,3.33333333333333,3.33333333333333,3.66666666666667,11.1111111111111
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,1,3,3,3,3,3,3,3,3,9
2,3,4,2,3,4,4,4,3,3,3,4,2,4,3,4,4,5,4,4,3,4,4,2,2,3,4,1,1,1,1,1,1,4,1,1,3,5,4,5,27,2,2.8,3.6,3.2,4,3,1,2,4.66666666666667,1
1,2,2,4,3,4,2,2,4,3,5,3,4,4,5,4,4,5,4,4,5,5,5,4,3,3,3,4,2,2,3,1,1,4,2,1,3,4,4,4,55,2,2.4,3,4.2,4.42857142857143,3.6,2.16666666666667,2.33333333333333,4,4.69444444444444
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,1,3,3,3,3,3,3,3,3,9
5,5,5,3,4,3,3,3,2,2,4,4,4,5,5,2,2,4,3,2,4,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,3,5,5,5,64,2,4.4,2.6,4.4,2.71428571428571,2.2,1,1,5,1
4,3,2,3,4,1,4,3,2,5,5,2,3,4,1,3,3,4,4,3,3,3,3,3,3,2,3,3,3,2,3,2,4,3,3,3,3,2,3,4,16,1,3.2,3,3,3.28571428571429,2.8,2.83333333333333,3,3,8.02777777777778
2,3,5,3,3,3,2,4,4,4,3,4,4,3,3,2,2,4,3,5,3,3,2,3,4,2,3,4,1,4,4,2,3,2,2,5,3,2,5,4,37,1,3.2,3.4,3.4,3.14285714285714,2.8,3,3,3.66666666666667,9
3,4,4,2,4,4,4,2,3,4,4,4,4,5,4,2,3,5,4,3,5,2,3,2,3,3,3,1,3,1,3,1,1,1,1,1,3,5,5,5,33,2,3.4,3.4,4.2,3.42857142857143,2.8,1.66666666666667,1,5,2.77777777777778
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,19,1,3,3,3,3,3,3,3,3.33333333333333,9
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,45,2,3,3,3,3,3,3,3,3,9
2,3,4,2,4,2,2,1,3,3,5,5,2,5,4,2,2,4,4,3,3,2,3,2,2,3,2,2,1,1,2,1,2,2,2,1,3,4,3,4,53,2,3,2.2,4.2,2.85714285714286,2.4,1.5,1.66666666666667,3.66666666666667,2.25
2,4,4,3,4,3,2,2,2,2,3,2,2,2,3,2,4,4,4,3,4,3,4,3,2,2,3,4,4,3,4,4,3,2,3,3,3,4,4,4,58,1,3.4,2.2,2.4,3.42857142857143,2.8,3.66666666666667,2.66666666666667,4,13.4444444444444
4,4,4,4,5,3,2,2,2,2,4,2,3,2,4,4,2,4,4,4,4,4,3,1,3,2,2,4,2,1,4,2,4,1,1,1,3,1,4,4,44,1,4.2,2.2,3,3.71428571428571,2.2,2.83333333333333,1,3,8.02777777777778
2,2,3,4,5,1,1,1,1,1,4,4,3,5,4,2,1,3,2,3,2,3,3,3,1,1,1,1,4,1,5,2,4,2,5,1,3,4,4,5,61,2,3.2,1,4,2.28571428571429,1.8,2.83333333333333,2.66666666666667,4.33333333333333,8.02777777777778
2,2,3,3,3,2,4,3,3,3,2,4,3,3,3,3,3,3,4,2,4,4,2,4,2,4,5,2,2,2,3,3,3,1,2,3,3,3,3,3,26,2,2.6,3,3,3.28571428571429,3.4,2.5,2,3,6.25
3,3,4,4,4,2,2,2,1,1,4,4,4,4,5,2,3,5,4,3,3,2,1,5,2,3,2,4,2,1,1,1,1,2,2,1,3,4,4,4,46,1,3.6,1.6,4.2,3.14285714285714,2.6,1.66666666666667,1.66666666666667,4,2.77777777777778
5,5,3,4,5,3,4,1,4,2,4,5,4,2,5,3,5,5,5,1,2,2,2,1,5,5,2,2,5,3,5,3,5,1,2,5,3,3,5,3,22,1,4.4,2.8,4,3.28571428571429,3,3.83333333333333,2.66666666666667,3.66666666666667,14.6944444444444
1,4,4,5,3,5,3,5,2,4,4,1,5,1,4,2,5,4,1,4,1,1,4,2,5,1,2,5,5,4,5,5,5,5,5,4,3,5,5,5,49,1,3.4,3.8,3,2.57142857142857,2.8,4.83333333333333,4.66666666666667,5,23.3611111111111
3,4,4,4,3,4,3,3,3,3,4,3,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,4,53,2,3.6,3.2,3.4,2.71428571428571,3,2.83333333333333,2.33333333333333,3.33333333333333,8.02777777777778
2,4,4,4,4,3,2,2,2,2,4,2,2,4,4,2,4,3,4,2,3,3,4,3,2,2,3,2,2,2,2,2,2,2,2,2,3,4,4,4,57,2,3.6,2.2,3.2,3,2.8,2,2,4,4
4,4,4,1,5,1,1,1,2,2,3,4,3,3,3,3,3,3,3,1,3,3,2,1,1,2,2,3,3,2,3,4,3,1,2,1,3,5,4,5,36,1,3.6,1.4,3.2,2.71428571428571,1.6,3,1.33333333333333,4.66666666666667,9
2,3,3,3,4,2,4,2,4,2,4,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,2,2,4,1,2,4,2,3,3,4,3,4,45,1,3,2.8,3.4,3.42857142857143,3,2.33333333333333,3,3.66666666666667,5.44444444444445
5,5,5,5,5,3,3,3,3,3,5,4,3,4,5,1,4,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,3,5,5,5,59,1,5,3,4.2,1.57142857142857,1.6,1.33333333333333,1,5,1.77777777777778
1,3,2,2,3,2,3,4,2,4,5,5,5,3,5,2,2,4,3,3,3,3,4,3,2,3,3,1,1,1,1,1,1,1,1,1,3,5,5,5,56,2,2.2,3,4.6,2.85714285714286,3,1,1,5,1
